n_programs,n_positions,n_applicants,interviews_per_spot,max_applications,applicants_per_position,minimum_unmatched,spots_per_program,simulated_positions,simulations_per_s,study_min_signal,study_max_signal,result_file_prefix,best_signal_rpp,reviews_per_program_best_rpp,unmatched_applicants_best_rpp,unfilled_spots_best_rpp,pct_interview_given_signal_best_rpp,pct_interview_given_nosignal_best_rpp,pct_interview_given_application_best_rpp,pct_of_app_match_via_signal_given_matched_best_rpp,best_signal_ua,reviews_per_program_best_ua,unmatched_applicants_best_ua,unfilled_spots_best_ua,pct_interview_given_signal_best_ua,pct_interview_given_nosignal_best_ua,pct_interview_given_application_best_ua,pct_of_app_match_via_signal_given_matched_best_ua,best_signal_ufs,reviews_per_program_best_ufs,unmatched_applicants_best_ufs,unfilled_spots_best_ufs,pct_interview_given_signal_best_ufs,pct_interview_given_nosignal_best_ufs,pct_interview_given_application_best_ufs,pct_of_app_match_via_signal_given_matched_best_ufs,best_signal_pigs,reviews_per_program_best_pigs,unmatched_applicants_best_pigs,unfilled_spots_best_pigs,pct_interview_given_signal_best_pigs,pct_interview_given_nosignal_best_pigs,pct_interview_given_application_best_pigs,pct_of_app_match_via_signal_given_matched_best_pigs,best_signal_pigns,reviews_per_program_best_pigns,unmatched_applicants_best_pigns,unfilled_spots_best_pigns,pct_interview_given_signal_best_pigns,pct_interview_given_nosignal_best_pigns,pct_interview_given_application_best_pigns,pct_of_app_match_via_signal_given_matched_best_pigns,best_signal_piga,reviews_per_program_best_piga,unmatched_applicants_best_piga,unfilled_spots_best_piga,pct_interview_given_signal_best_piga,pct_interview_given_nosignal_best_piga,pct_interview_given_application_best_piga,pct_of_app_match_via_signal_given_matched_best_piga,best_signal_pamgs,reviews_per_program_best_pamgs,unmatched_applicants_best_pamgs,unfilled_spots_best_pamgs,pct_interview_given_signal_best_pamgs,pct_interview_given_nosignal_best_pamgs,pct_interview_given_application_best_pamgs,pct_of_app_match_via_signal_given_matched_best_pamgs
189,1805,3017,19,34,1.773662551,1316,9,1701,10,0,31,Anesthesiology_ma34_ips19,13,208.60264550264546,1316.0,0.0,0.8239463552688612,4.73507268336569e-05,0.31506755834584416,1.0,1,542.7407407407408,1316.0,0.0,1.0497182631753397,0.29280541577525343,0.31506755834584416,0.9932980599647265,1,542.7407407407408,1316.0,0.0,1.0497182631753397,0.29280541577525343,0.31506755834584416,0.9932980599647265,1,542.7407407407408,1316.0,0.0,1.0497182631753397,0.29280541577525343,0.31506755834584416,0.9932980599647265,0,542.7407407407408,1962.0,646.0,0.0,0.31506755834584416,0.31506755834584416,0.0,0,542.7407407407408,1962.0,646.0,0.0,0.31506755834584416,0.31506755834584416,0.0,2,542.7407407407408,1316.0,0.0,1.045773947630096,0.26939840901557843,0.31506755834584416,1.0
189,1805,3017,5,11,1.773662551,1316,9,1701,10,0,8,Anesthesiology_ma11_ips5,4,64.13915343915343,1327.6,11.6,0.7046900894928737,3.788058146692552e-05,0.2562750474583421,1.0,3,89.58624338624338,1316.2,0.2,0.9078554855817037,0.011932383162081539,0.2562750474583421,1.0,3,89.58624338624338,1316.2,0.2,0.9078554855817037,0.011932383162081539,0.2562750474583421,1.0,1,175.59259259259258,1319.9,3.9,1.0094133244945311,0.18096121975472326,0.2562750474583421,0.9970530255929624,0,175.59259259259258,2099.2,783.2,0.0,0.2562750474583421,0.2562750474583421,0.0,0,175.59259259259258,2099.2,783.2,0.0,0.2562750474583421,0.2562750474583421,0.0,3,89.58624338624338,1316.2,0.2,0.9078554855817037,0.011932383162081539,0.2562750474583421,1.0
189,1805,3017,8,38,1.773662551,1316,9,1701,10,0,35,Anesthesiology_ma38_ips8,6,98.70846560846562,1317.6,1.6,0.751585460170147,2.900232018561485e-05,0.11869581145439005,1.0,1,606.5925925925927,1316.0,0.0,1.0191249585681144,0.09435988855942454,0.11869581145439005,0.9962962962962962,1,606.5925925925927,1316.0,0.0,1.0191249585681144,0.09435988855942454,0.11869581145439005,0.9962962962962962,1,606.5925925925927,1316.0,0.0,1.0191249585681144,0.09435988855942454,0.11869581145439005,0.9962962962962962,0,606.5925925925927,2583.3,1267.3,0.0,0.11869581145439005,0.11869581145439005,0.0,0,606.5925925925927,2583.3,1267.3,0.0,0.11869581145439005,0.11869581145439005,0.0,3,605.973544973545,1316.0,0.0,1.0081316981549,0.04245844973720346,0.11869581145439005,1.0
189,1805,3017,7,60,1.773662551,1316,9,1701,10,0,40,Anesthesiology_ma60_ips7,6,95.77777777777779,1332.9,16.9,0.6577726218097448,0.0,0.06577726218097447,1.0,1,957.7777777777777,1316.0,0.0,1.0147828969174677,0.04969242091425426,0.06577726218097447,0.993180482069371,1,957.7777777777777,1316.0,0.0,1.0147828969174677,0.04969242091425426,0.06577726218097447,0.993180482069371,1,957.7777777777777,1316.0,0.0,1.0147828969174677,0.04969242091425426,0.06577726218097447,0.993180482069371,0,957.7777777777777,2767.4,1451.4,0.0,0.06577726218097447,0.06577726218097447,0.0,0,957.7777777777777,2767.4,1451.4,0.0,0.06577726218097447,0.06577726218097447,0.0,2,957.7777777777777,1316.0,0.0,1.0098442161087173,0.03322322928691438,0.06577726218097447,1.0
189,1805,3017,12,43,1.773662551,1316,9,1701,10,0,40,Anesthesiology_ma43_ips12,9,143.96666666666667,1316.3,0.3,0.7517254078738997,3.8994716215952735e-06,0.15734095936977283,1.0,1,686.4074074074073,1316.0,0.0,1.03026184951939,0.13655712865192482,0.15734095936977283,0.9940035273368606,1,686.4074074074073,1316.0,0.0,1.03026184951939,0.13655712865192482,0.15734095936977283,0.9940035273368606,1,686.4074074074073,1316.0,0.0,1.03026184951939,0.13655712865192482,0.15734095936977283,0.9940035273368606,0,686.4074074074073,2460.7,1144.7,0.0,0.15734095936977283,0.15734095936977283,0.0,0,686.4074074074073,2460.7,1144.7,0.0,0.15734095936977283,0.15734095936977283,0.0,3,686.4074074074073,1316.0,0.0,1.019953596287703,0.09264501160092807,0.15734095936977283,1.0
189,1805,3017,14,34,1.773662551,1316,9,1701,10,0,31,Anesthesiology_ma34_ips14,10,161.46984126984125,1316.3,0.3,0.7892277096453431,4.143188597944979e-05,0.23215504299167464,1.0,1,542.7407407407408,1316.0,0.0,1.0366920782234008,0.20777513283313748,0.23215504299167464,0.9940035273368606,1,542.7407407407408,1316.0,0.0,1.0366920782234008,0.20777513283313748,0.23215504299167464,0.9940035273368606,1,542.7407407407408,1316.0,0.0,1.0366920782234008,0.20777513283313748,0.23215504299167464,0.9940035273368606,0,542.7407407407408,2215.3,899.3,0.0,0.23215504299167464,0.23215504299167464,0.0,0,542.7407407407408,2215.3,899.3,0.0,0.23215504299167464,0.23215504299167464,0.0,2,542.7407407407408,1316.0,0.0,1.030858468677494,0.1822360788863109,0.23215504299167464,1.0
189,1805,3017,6,59,1.773662551,1316,9,1701,10,0,40,Anesthesiology_ma59_ips6,5,80.27936507936506,1334.4,18.4,0.6765329797812397,3.0690285910703544e-06,0.05733611231271383,1.0,2,941.8148148148146,1316.0,0.0,1.0075406032482597,0.02399560385883502,0.05733611231271383,0.9998236331569664,2,941.8148148148146,1316.0,0.0,1.0075406032482597,0.02399560385883502,0.05733611231271383,0.9998236331569664,1,941.8148148148146,1316.1,0.1,1.0122969837587008,0.040871269701576125,0.05733611231271383,0.9957081993291143,0,941.8148148148146,2795.8,1479.8,0.0,0.05733611231271383,0.05733611231271383,0.0,0,941.8148148148146,2795.8,1479.8,0.0,0.05733611231271383,0.05733611231271383,0.0,3,748.9386243386243,1316.0,0.0,0.9862225168489669,0.007574340641128842,0.05733611231271383,1.0
189,1805,3017,12,56,1.773662551,1316,9,1701,10,0,40,Anesthesiology_ma56_ips12,9,144.0708994708995,1317.5,1.5,0.7517364563768275,7.052235911395708e-07,0.12081537951607557,1.0,1,893.9259259259259,1316.0,0.0,1.0308916141862778,0.10426853888570824,0.12081537951607557,0.9940623162845386,1,893.9259259259259,1316.0,0.0,1.0308916141862778,0.10426853888570824,0.12081537951607557,0.9940623162845386,1,893.9259259259259,1316.0,0.0,1.0308916141862778,0.10426853888570824,0.12081537951607557,0.9940623162845386,0,893.9259259259259,2586.7,1270.7,0.0,0.12081537951607557,0.12081537951607557,0.0,0,893.9259259259259,2586.7,1270.7,0.0,0.12081537951607557,0.12081537951607557,0.0,2,893.9259259259259,1316.0,0.0,1.0251740139211136,0.08732061527885193,0.12081537951607557,1.0
189,1805,3017,11,27,1.773662551,1316,9,1701,10,0,24,Anesthesiology_ma27_ips11,8,128.49206349206352,1316.0,0.0,0.7751740139211136,2.4423006472096716e-05,0.2296983758700696,1.0,1,431.0,1316.0,0.0,1.0263175339741466,0.19905917748145127,0.2296983758700696,0.9939447383891828,1,431.0,1316.0,0.0,1.0263175339741466,0.19905917748145127,0.2296983758700696,0.9939447383891828,1,431.0,1316.0,0.0,1.0263175339741466,0.19905917748145127,0.2296983758700696,0.9939447383891828,0,431.0,2211.7,895.7,0.0,0.2296983758700696,0.2296983758700696,0.0,0,431.0,2211.7,895.7,0.0,0.2296983758700696,0.2296983758700696,0.0,3,431.0,1316.0,0.0,1.0170367915147498,0.1312810739144846,0.2296983758700696,1.0
189,1805,3017,20,58,1.773662551,1316,9,1701,10,0,40,Anesthesiology_ma58_ips20,13,219.6825396825397,1316.0,0.0,0.8668825374161802,0.000147313372371377,0.19441555324425955,1.0,1,925.8518518518518,1316.0,0.0,1.0544249254226052,0.17932766952183243,0.19441555324425955,0.9937095825984714,1,925.8518518518518,1316.0,0.0,1.0544249254226052,0.17932766952183243,0.19441555324425955,0.9937095825984714,1,925.8518518518518,1316.0,0.0,1.0544249254226052,0.17932766952183243,0.19441555324425955,0.9937095825984714,0,925.8518518518518,2355.5,1039.5,0.0,0.19441555324425955,0.19441555324425955,0.0,0,925.8518518518518,2355.5,1039.5,0.0,0.19441555324425955,0.19441555324425955,0.0,3,925.8518518518518,1316.0,0.0,1.0431223069274114,0.1481224575888149,0.19441555324425955,1.0
189,1805,3017,20,42,1.773662551,1316,9,1701,10,0,39,Anesthesiology_ma42_ips20,13,215.8365079365079,1316.0,0.0,0.8669794242880089,0.00018515766975643768,0.2684786211468346,1.0,1,670.4444444444445,1316.0,0.0,1.0540271793172025,0.24931890021585001,0.2684786211468346,0.9935920047031159,1,670.4444444444445,1316.0,0.0,1.0540271793172025,0.24931890021585001,0.2684786211468346,0.9935920047031159,1,670.4444444444445,1316.0,0.0,1.0540271793172025,0.24931890021585001,0.2684786211468346,0.9935920047031159,0,670.4444444444445,2115.1,799.1,0.0,0.2684786211468346,0.2684786211468346,0.0,0,670.4444444444445,2115.1,799.1,0.0,0.2684786211468346,0.2684786211468346,0.0,3,670.4444444444445,1316.0,0.0,1.0435642470445254,0.20885664992393532,0.2684786211468346,1.0
